"id","category","difficulty","user_input","response","reference","bert_f1","bert_precision","bert_recall","prompt_tokens","completion_tokens","total_tokens"
"26","Bachelor-Studium","medium","Unter welchen Voraussetzungen ist ein Studium an der WiSo-Fakultät auch ohne Abitur möglich?","Es ist möglich, ein Studium an der Wirtschafts- und Sozialwissenschaftlichen Fakultät (WiSo-Fakultät) ohne Abitur zu beginnen. Die WiSo-Fakultät bietet verschiedene Möglichkeiten für Studierende mit einem gleichwertigen Abschluss oder einer Prüfung, die sie nicht bestanden haben.  Einige Beispiele:  *   Wenn Sie bereits einen Bachelor-Abschluss in einem anderen Studiengang haben, können Sie an der WiSo-Fakultät ein Master-Studium aufnehmen. *   Wenn Sie eine Prüfung, die Sie nicht bestanden haben, haben, können Sie in manchen Fällen das Studium bei der WiSo-Fakultät fortsetzen.  Es ist jedoch wichtig zu beachten, dass die Zulassungsvoraussetzungen je nach Studiengang und Master-Studiengang variieren. Es lohnt sich, sich an der Universität zu informieren, um die genauen Voraussetzungen zu ermitteln.  Die WiSo-Fakultät bietet auch Möglichkeiten für Studierende mit einem gleichwertigen Abschluss oder einer Prüfung, die sie nicht bestanden haben. Es lohnt sich, sich an der Universität zu informieren, um die genauen Voraussetzungen zu ermitteln.  Wenn Sie weitere Fragen haben, stehe ich Ihnen gerne zur Verfügung.","Auch ohne Abitur kannst du an der WiSo-Fakultät studieren, wenn du in der beruflichen Bildung qualifiziert bist und bestimmte Voraussetzungen erfüllst. Je nach deiner beruflichen Vorbildung gibt es unterschiedliche Möglichkeiten des Hochschulzugangs. Die genauen Regelungen zu den verschiedenen Bewerbergruppen und Verfahren findest du auf den verlinkten Informationsseiten der zentralen Universitätsverwaltung.","0.16272985935211182","0.08044213056564331","0.24374766647815704","0.0","0.0","0.0"
"27","Services/Info","easy","An wen können sich Studieninteressierte wenden, wenn sie noch Fragen zu WiSo-Bachelorstudiengängen und Bewerbungsverfahren haben?","Wenn Sie noch Fragen zu WiSo-Bachelorstudiengängen und Bewerbungsverfahren haben, können Sie sich an die Studienberatung der WiSo-Fakultät wenden. Dort erhalten Sie kompetente Beratung in jeder Phase Ihres Studiums, von der Aufnahme eines Studiums bis zur Promotion. Die Studienberatung bietet auch Unterstützung bei der Organisation Ihres Studiums und hilft Ihnen dabei, Ihre Ziele zu erreichen.  Sie können sich direkt an das WiSo Student Service Point (WiSSPo) wenden, um einen Termin für eine Beratung zu buchen oder weitere Informationen zu erhalten.","Bei offenen Fragen zu den Studiengängen und zum Bewerbungsverfahren können sich Studieninteressierte an den WiSo Student Service Point wenden – entweder in einem persönlichen Gespräch, telefonisch oder über ein Anfragenformular.","0.32821500301361084","0.22518390417099","0.4320855438709259","0.0","0.0","0.0"
"28","Master-Studium","medium","Wie ist das Bewerbungs- und Zulassungsverfahren für Masterstudiengänge an der WiSo-Fakultät grundsätzlich geregelt?","Das Bewerbungs- und Zulassungsverfahren für Masterstudiengänge an der WiSo-Fakultät ist grundsätzlich wie folgt geregelt:  *   Die Bewerbung erfolgt online über die Website der Universität zu Köln. *   Die Zulassung basiert auf den Ergebnissen des Bachelorstudiums, einschließlich der Note im Bachelorabschluss und der Leistungen in bestimmten Fächern. *   In einigen Fällen kann eine zusätzliche Bewerbungs- oder Auswahlentscheidung erforderlich sein. *   Die Bewerbungsfristen variieren je nach Studiengang.  Es ist ratsam, sich auf der Website der Universität zu Köln und der WiSo-Fakultät über die spezifischen Anforderungen und Verfahren für den gewünschten Masterstudiengang zu informieren.","Die Masterstudiengänge der WiSo-Fakultät starten jedes Jahr zum Wintersemester, und die Bewerbung ist daher üblicherweise von Anfang bis Mitte des Jahres möglich. Zusätzlich ist es wichtig, die allgemeinen Informationen zum Bewerbungs- und Zulassungsprozess sowie die studiengangsspezifischen Hinweise zu Ihrem Wunschstudiengang sorgfältig zu lesen.","0.3233127295970917","0.25384417176246643","0.3914611339569092","0.0","0.0","0.0"
"29","Master-Studium","medium","Was genau ist der „Master-Virtuelle Infotag“ der WiSo-Fakultät?","Der ""Master-Virtuelle Infotag"" der WiSo-Fakultät ist ein Online-Event, bei dem Interessierte an den Master-Studiengängen der Wirtschafts- und Sozialwissenschaftlichen Fakultät (WiSo) der Universität zu Köln teilnehmen können. Dabei haben die Teilnehmer die Möglichkeit, mehr über die Fakultät, die Studienprogramme und die Karriereaussichten nach dem Abschluss zu erfahren.  Der Infotag bietet eine Plattform für Fragen an Professor:innen, aktuelle Studierende und Alumni, um wertvolle Einblicke in das Studium und die berufliche Zukunft zu gewinnen. Die Teilnahme ist kostenlos und kann über ein Anmeldeformular erfolgen.  Die Universität zu Köln bietet verschiedene Master-Studiengänge an, darunter auch einige im Bereich Management, Wirtschafts- und Sozialwissenschaften. Der virtuelle Infotag ist eine gute Gelegenheit, sich über die verschiedenen Angebote zu informieren und umfassende Informationen über die Studienprogramme zu erhalten.  Wenn Sie an einem Master-Studiengang interessiert sind, sollten Sie sich für den virtuellen Infotag anmelden und sich von Professor:innen, aktuellem Studierenden und Alumni über das Studium und die berufliche Zukunft informieren.","Der Master-Virtuelle Infotag ist ein virtuelles Info-Event der WiSo-Fakultät, das online über Zoom und auf Englisch stattfindet. Dabei erhältst du einen Insider-Einblick in das Studium und Studierendenleben an der WiSo sowie in den Bewerbungs- und Zulassungsprozess für die Masterprogramme.","0.29060477018356323","0.13588765263557434","0.45112940669059753","0.0","0.0","0.0"
"30","Bachelor-Studium","easy","Wo finden internationale Studieninteressierte Informationen zum Bewerbungsverfahren für einen WiSo-Bachelor?","Die internationale Bewerbung für einen WiSo-Bachelor an der Universität zu Köln kann wie folgt erfolgen:   1.  Besuchen Sie die Website der Universität zu Köln und navigieren Sie zur Fakultät für Wirtschafts- und Sozialwissenschaften (WiSo). 2.  Klicken Sie auf ""Bewerbung"" oder ""Studium"" und wählen Sie den Bachelor-Studiengang aus, an dem Sie interessiert sind. 3.  Lesen Sie die Informationen über das Bewerbungsverfahren und die Anforderungen für internationale Studieninteressierte sorgfältig durch. 4.  Füllen Sie das Online-Bewerbungsformular aus und laden Sie alle erforderlichen Dokumente hoch, wie z.B. Zeugnisse, Transkripte und Sprachzeugnisse. 5.  Überprüfen Sie Ihre Bewerbung sorgfältig, bevor Sie sie absenden.  Es ist auch ratsam, sich an die Studienberatung der WiSo-Fakultät zu wenden, um individuelle Beratung und Unterstützung bei der Bewerbung zu erhalten.   Quelle: university_knowledge_search","Internationale Studieninteressierte sollen sich vor der Bewerbung beim International Office der Universität zu Köln über das Bewerbungsverfahren informieren. Der Link zum International Office ist auf der WiSo-Bachelor-Bewerbungsseite hinterlegt.","0.2484959214925766","0.034520868211984634","0.4769276976585388","0.0","0.0","0.0"
"31","Studiengang spezifisch","medium","Welche Eckdaten (Abschluss, Dauer, Credits, Sprache, Internationales) zum Master Information Systems kannst du mir nennen?","Basierend auf den Suchergebnissen kann ich dir folgende Eckdaten zum Master Information Systems nennen:  * Abschluss: Master of Science (M.Sc.) * Dauer: 2 Jahre (vollzeit) * Credits: 120 ECTS * Sprache: Deutsch (mit englischen Modulen möglich) * Internationales: Es gibt Möglichkeiten, internationale Module zu belegen und auch ein Auslandssemester zu absolvieren.  Bitte beachte, dass diese Informationen basierend auf den Suchergebnissen sind und es immer ratsam ist, direkt bei der Universität oder der Fakultät nachzufragen, um sicherzustellen, dass die Informationen aktuell und korrekt sind.","Der Master Information Systems schließt mit einem Master of Science ab, dauert vier Semester in Vollzeit und umfasst 120 ECTS. Die Unterrichtssprache ist überwiegend Englisch, einzelne Kurse werden auf Deutsch angeboten. Es bestehen optionale internationale Elemente wie Auslandssemester und Summer Schools.","0.2447924017906189","0.12214345484972","0.3696480989456177","0.0","0.0","0.0"
"32","Studiengang spezifisch","easy","Worum geht es inhaltlich im Studiengang Master Information Systems?","Basierend auf den Suchergebnissen kann ich sagen, dass der Studiengang Master Information Systems an der Universität zu Köln eine doppelte Qualifikation in Wirtschaftswissenschaften und Informatik bietet. Der Studiengang umfasst verschiedene Module, darunter:  * Seminar Information Systems II * Advanced Seminar Collaborative Innovation Networks * Information Systems Research: Analytics for a Sustainable Society * Advanced Seminar Information Systems and Digital Technology * Advanced Seminar Machine Learning  Der Studiengang ist auf Englisch unterrichtet und bietet eine Vielzahl von Möglichkeiten für die persönliche Expertise zu entwickeln. Die Bewerbungsfrist liegt in der Regel von April bis Juni.  Wenn du weitere Informationen benötigst, empfehle ich dir, direkt mit der Studienberatung Kontakt aufzunehmen.","Im Master Information Systems beschäftigst du dich mit Wirtschaftsinformatik als interdisziplinärem Fachgebiet an der Schnittstelle von Betriebswirtschaftslehre und Informatik. Im Mittelpunkt steht die Konzeption, Entwicklung und Anwendung von Informationssystemen in Unternehmen, Verwaltung und zunehmend auch im privaten Bereich.","0.10664936900138855","0.017183110117912292","0.1950867474079132","0.0","0.0","0.0"
"33","Studiengang spezifisch","easy","Welche Bewerbungsfrist gilt für den Master Studiengang Information Systems?","Die Bewerbungsfrist für den Master Studiengang Information Systems ist von Mitte April bis zum 15. Juni. Bitte bewerben Sie sich ausschließlich online über das Campusmanagement System. Wenn Sie weitere Informationen benötigen, empfehle ich Ihnen, die offizielle Website der Universität zu besuchen oder Kontakt mit der Studienberatung aufzunehmen.","Für den Masterstudiengang Information Systems gilt eine Bewerbungsfrist bis zum 15. Juni","0.4256950914859772","0.16731448471546173","0.7071950435638428","0.0","0.0","0.0"
"34","Studiengang spezifisch","medium","Welche zentralen Kompetenzen und Themen werden für den Master Information Systems an der WiSo-Köln hervorgehoben?","Basierend auf den Suchergebnissen kann ich sagen, dass für den Master Information Systems an der WiSo-Köln folgende zentralen Kompetenzen und Themen hervorgehoben werden:  1. **Digitale Transformation**: Die Studierenden sollen in der Lage sein, komplexe digitale Systeme zu analysieren, zu entwerfen und umzusetzen. 2. **Informationssysteme**: Der Schwerpunkt liegt auf der Entwicklung, Implementierung und Betreuung von Informationssystemen, einschließlich ihrer technischen, organisatorischen und sozialen Aspekte. 3. **Data Science und Analytics**: Die Studierenden sollen in der Lage sein, große Datenmengen zu analysieren, um wertvolle Erkenntnisse und Entscheidungshilfen für Unternehmen und Organisationen abzuleiten. 4. **IT-Management**: Der Master soll auch die Fähigkeiten der Studierenden im Bereich des IT-Managements stärken, einschließlich der Planung, Implementierung und Überwachung von Informationssystemen. 5. **Interdisziplinäre Zusammenarbeit**: Die Studierenden sollen in der Lage sein, interdisziplinär zu arbeiten und mit Experten aus verschiedenen Bereichen zusammenzuarbeiten.  Diese Kompetenzen und Themen werden durch eine Vielzahl von Lehrveranstaltungen, Projekten und Praktika unterstützt. Der Master Information Systems an der WiSo-Köln soll die Studierenden auf die Herausforderungen der digitalen Transformation vorbereiten und sie zu qualifizierten Fachkräften im Bereich der Informationstechnologie ausbilden.","Im Master Information Systems erwirbst du theoretische und methodische Grundlagen, um zentrale Themen wie Data Science, digitale Transformation und Innovation, Prozesse und Geschäftsmodelle sowie Lösungen für eine nachhaltige Gesellschaft zu bearbeiten. Gleichzeitig wirst du im interdisziplinären Bereich der Wirtschaftsinformatik ausgebildet und erwirbst die auf dem Arbeitsmarkt gefragte Schlüsselfähigkeit, Betriebswirtschaft und Informatik miteinander zu verbinden.","0.15718752145767212","0.03510347753763199","0.281110942363739","0.0","0.0","0.0"
"35","Studiengang spezifisch","medium","Für wen eignet sich der Studiengang Master Information Systems?","Der Master-Studiengang ""Information Systems"" ist für Personen geeignet, die sich mit der Gestaltung und Implementierung von Informations- und Kommunikationssystemen beschäftigen möchten. Insbesondere sind folgende Zielgruppen interessiert:  * Praktiker in Konsumgüterunternehmen * Dienstleistungsmarketing * Marktorientiertes Informationsmanagement in Dienstleistungsunternehmen  Der Studiengang vermittelt Kompetenzen auf dem Niveau sieben des Deutschen Qualifikationsrahmens beziehungsweise der Masterebene des Deutschen Qualifikationsrahmens für Hochschulabschlüsse. Die Absolventen*innen sind gerüstet für klassische Beratungsrollen und Industrietätigkeiten, insbesondere mit Bezug auf Digitalisierung und Nachhaltigkeit.  Es ist jedoch wichtig zu beachten, dass die Informationen in der Universitäts-Wissensdatenbank aus verschiedenen Jahren stammen. Es wird empfohlen, sich direkt an die Universität zu wenden, um aktuelle Informationen über den Studiengang und seine Zielgruppe zu erhalten.","Der Master Information Systems ist besonders für Bewerber:innen geeignet, die einen Bachelorabschluss in Informatik, Wirtschaftsinformatik, Wirtschaftswissenschaften, Betriebswirtschaft oder einem verwandten Bereich mitbringen. Außerdem sollten sie technische Fähigkeiten in Mathematik und Statistik sowie in der Informatik – insbesondere in Programmierung und Kodierung – haben, Interesse an einem internationalen und interkulturellen Arbeitsumfeld mitbringen, gerne im Team arbeiten und bereit sein, den nächsten Karriereschritt als breit aufgestellte Wirtschaftsinformatiker:innen in der Unternehmenswelt zu gehen.","0.09601569175720215","0.045771438628435135","0.14311905205249786","0.0","0.0","0.0"
"36","Studiengang spezifisch","medium","Von welchem Institut wird der Master Information Systems an der WiSo-Köln getragen und welche wissenschaftlichen Auszeichnungen werden dort hervorgehoben?","Der Masterstudiengang ""Information Systems"" wird am Institut für Wirtschaftsinformatik (IWi) der Universität zu Köln getragen. Das IWi ist ein renommiertes Forschungseinrichtungen in der Wirtschaftsinformatik weltweit und bietet Studierenden einen interdisziplinären Ansatz mit drei Schwerpunkten: Business Analytics and Data Science, Digital Innovation and Entrepreneurship und Digital Sustainable Society.  Die wissenschaftlichen Auszeichnungen des IWi umfassen unter anderem:  *   Platzierung als eines der bestplatzierten Forschungseinrichtungen in der Wirtschaftsinformatik weltweit *   Internationale Zusammenarbeit mit renommierten Universitäten wie der London School of Economics and Political Sciences oder dem European University Institute in Florenz *   Teilnahme von Alumni an PhD-Programmen an bekannten Universitäten  Die Auszeichnungen des IWi spiegeln die hohe Qualität seiner Forschung und Lehre wider.","Der Master Information Systems wird vom Kölner Institut für Wirtschaftsinformatik (CIIS) getragen. Auf der Programmseite wird hervorgehoben, dass die Professoren Wolf Ketter, Christoph Rosenkranz und Detlef Schoder im WirtschaftsWoche-Ranking zu den Top 5 % aller Wirtschaftsforscher:innen im deutschsprachigen Raum gehören. Außerdem zählt das CIIS im AIS-Ranking 2022 zu den bestplatzierten Wirtschaftsinformatik-Forschungseinrichtungen weltweit: Platz 1 in Deutschland, Top 10 in Europa und Top 100 weltweit.","0.14782288670539856","0.11464295536279678","0.17757633328437805","0.0","0.0","0.0"
"37","Studiengang spezifisch","medium","Wie beschreibt die WiSo-Fakultät den Praxisbezug im Masterstudiengang Information Systems?","Die WiSo-Fakultät beschreibt den Praxisbezug im Masterstudiengang Information Systems als eine Kombination von Theorie und Praxis. Die Fakultät hat langjährige Erfahrungen in der Zusammenarbeit mit Unternehmen und Gastdozenten aus verschiedenen Berufsfeldern, die hochrelevante Branchenerfahrung einbringen und zu spezifischen, aktuellen Programminhalten führen, die Praxis und Theorie verbinden.  Die Studenten können auch an Sommerkursen teilnehmen, die von der WiSo-Fakultät organisiert werden, und müssen sich vorher für die Prüfung anmelden. Darüber hinaus bietet die Fakultät Möglichkeiten für ein Promotions-Aufbaustudium (Ph.D.) und ist eine gute Basis für die Bewerbung auf Graduiertenstudiengänge an anderen nationalen und internationalen Universitäten.  Quelle: Modulhandbuch Master of Science Information Systems","Im Masterstudiengang Information Systems betont die WiSo-Fakultät ihre langjährige Erfahrung in der Zusammenarbeit mit Unternehmen und mit Gastdozent:innen aus verschiedenen Berufsfeldern. Diese Fach- und Führungskräfte bringen hochrelevante Branchenerfahrung in das Programm ein, sodass aktuelle Programminhalte entstehen, die Praxis und Theorie eng verbinden und die reale Welt widerspiegeln.","0.45208075642585754","0.34176307916641235","0.564293622970581","0.0","0.0","0.0"
"38","Studiengang spezifisch","easy","Welche Beratungsangebote für Studieninteressierte werden im Zusammenhang mit dem Master Information Systems angeboten und wer koordiniert sie?","Basierend auf den Suchergebnissen kann ich folgende Beratungsangebote für Studieninteressierte im Zusammenhang mit dem Master Information Systems an der Universität zu Köln nennen:  1. **Studienberatung**: Die Studienberatung der WiSo-Fakultät bietet individuelle Beratung und Informationen zu den Studiengängen, einschließlich des Master Information Systems. 2. **Master-Info-Tage**: Regelmäßig finden Master-Info-Tage statt, bei denen Interessierte die Möglichkeit haben, Fragen direkt an Dozenten und Studierende zu stellen. 3. **Online-Beratung**: Die Universität bietet auch Online-Beratungen an, um den Zugang zu Informationen für alle Studieninteressierten zu erleichtern.  Die Koordination dieser Beratungsangebote liegt in der Regel bei der **Studienberatung** der WiSo-Fakultät. Es ist ratsam, sich direkt an die Studienberatung zu wenden, um weitere Informationen und Termine zu erhalten.","Studieninteressierte werden auf Orientierungs- und Beratungsangebote hingewiesen, die vom WiSo Student Service Point koordiniert werden und eine individuelle, auf die Bedürfnisse der Interessierten zugeschnittene Beratung bieten.","0.1511734575033188","-0.0076718395575881","0.3159337639808655","0.0","0.0","0.0"
"39","Services/Info","easy","Wie unterstützt der WiSo-Career-Service Studierende?","Der WiSo-Career-Service unterstützt Studierende der Wirtschafts- und Sozialwissenschaftlichen Fakultät (WiSo) bei der Planung ihrer beruflichen Laufbahn. Dazu gehören:  * Beratung und Unterstützung bei der Suche nach einem passenden Praktikum * Hilfe bei der Berufswahl und Karriereplanung * Organisation von Seminaren, Vorträgen und zielgerichteten Angeboten in Kooperation mit Arbeitgebern, externen und internen Experten * Gemeinsame Unterstützung mit den fakultäts- und universitätsinternen Partnern bei der Berufsfindungsphase  Der WiSo-Career-Service bietet auch individuelle Anfragen bei Lehrstühlen oder Prüfungsämtern nicht mehr erforderlich macht.","Der WiSo-Career-Service berät Studierende bei der Suche nach passenden Praktika, bei der Berufswahl und unterstützt sie in Karriereplanung und Bewerbungsprozess.","0.3912922441959381","0.1497805416584015","0.652495265007019","0.0","0.0","0.0"
"40","Services/Info","medium","Welche Unterlagen muss ich meiner Verifikationsagentur geben, damit sie meinen Abschluss prüfen lassen kann?","Um deine Verifikationsagentur zu informieren, dass die Unterlagen bereitgestellt wurden, empfehle ich dir, eine Bestätigung über alle bisher erbrachten Leistungen oder ein Zeugnis über den Abschluss deines Bachelorstudiums beizufügen. Wenn du dein Bachelorstudium noch nicht abgeschlossen hast, kannst du auch eine Bestätigung über alle bisher erbrachten Leistungen hochladen.  Bitte beachte, dass die Unterlagen in Deutsch oder Englisch in KLIPS hochgeladen werden müssen und dass die Gültigkeit von UNIcert2 und UNIcert II auf 2 Jahre beschränkt ist.","Damit deine Verifikationsanfrage bearbeitet werden kann, musst du deiner Verifikationsagentur zwei Dinge als PDF zur Verfügung stellen: Erstens eine Kopie bzw. einen Scan deines Personalausweises oder Passes, aus dem Unterschrift, Name (ggf. Geburtsname) und Geburtsdatum hervorgehen. Zweitens eine von dir handschriftlich unterschriebene Vollmacht, in der ausdrücklich der Name der anfragenden Agentur genannt ist und die ausdrücklich erlaubt, dass die Universität zu Köln deine Daten an diese Agentur übermitteln darf. Auf der WiSo-Seite steht zudem eine PDF-Vorlage für diese Einwilligungserklärung zur Verfügung, die du nutzen kannst.","0.07300350815057755","0.11063402891159058","0.031855687499046326","0.0","0.0","0.0"
"41","Services/Info","easy","In welchem Dateiformat müssen die Unterlagen für eine Verifikationsanfrage eingereicht werden? Reicht ein Foto als JPG oder PNG?","Die Unterlagen für eine Verifikationsanfrage müssen in Deutsch oder Englisch als PDF beim Zulassungsausschuss eingereicht werden. Ein Foto als JPG oder PNG reicht nicht aus.  Es wird empfohlen, die Vorlage ""Einwilligungserklärung zur Verifikation von Abschlüssen"" (pdf) zu nutzen.  Bitte beachten Sie, dass die Bearbeitung dieser Anfragen mehrere Wochen in Anspruch nehmen kann.","Ausschließlich Anlagen im PDF-Format können geöffnet und bearbeitet werden können. Bitte reichen Sie dementsprechend Ihre Unterlagen als PDF ein. Reine JPG- oder PNG-Dateien entsprechen nicht den Vorgaben aund sollten vorher in ein PDF umgewandelt werden","0.2602650821208954","0.21561476588249207","0.30230072140693665","0.0","0.0","0.0"
"42","Services/Info","medium","Wie lange kann die Bearbeitung von Verifikationsanfragen zur Verifikation von Abschlüssen an der WiSo-Fakultät dauern und was gilt für Nachfragen in den ersten drei Wochen nach Versand der Unterlagen?","Basierend auf den Suchergebnissen aus der Universitäts-Wissensdatenbank:  Die Bearbeitung von Verifikationsanfragen zur Verifikation von Abschlüssen an der WiSo-Fakultät kann je nach Komplexität und Verfügbarkeit der benötigten Informationen bis zu 4 Wochen dauern. Es ist jedoch ratsam, dass Sie sich vorher direkt an das WiSo-Prüfungsamt wenden, um eine genaue Bearbeitungszeit abzustimmen.  Hinsichtlich von Nachfragen in den ersten drei Wochen nach Versand der Unterlagen gilt Folgendes: Wenn Sie innerhalb dieser Frist Fragen zu Ihrer Verifikationsanfrage haben, können Sie sich gerne an das WiSo-Prüfungsamt wenden. Es wird Ihnen dann geholfen, Ihre Anfrage weiterzubearbeiten oder weitere Informationen bereitstellen.  Bitte beachten Sie, dass die genauen Bearbeitungszeiten und -prozesse je nach Einzelfall variieren können. Wenn Sie spezifische Fragen zu Ihrer Verifikationsanfrage haben, empfehlen wir Ihnen, sich direkt an das WiSo-Prüfungsamt zu wenden.  Quelle: [WiSo-Fakultät der Universität zu Köln](https://www.wiso.uni-koeln.de/studium/pruefungen/verifizierung.html)","Die Bearbeitung von Verifikationsanfragen kann mehrere Wochen in Anspruch nehmen. Es wird ausdrücklich darum gebeten, innerhalb der ersten drei Wochen nach Versand der Unterlagen keine Nachfragen zum Bearbeitungsstand zu stellen.","0.16666832566261292","-0.1114996001124382","0.4726172983646393","0.0","0.0","0.0"
"43","Services/Info","easy","Was ist mit einer Verifikationsanfrage gemeint?","Eine Verifikationsanfrage ist eine Anfrage, bei der Dritte die Fakultät der Universität zu Köln um Bestätigung von Studienabschlüssen bitten. Diese Anfragen werden nur unter Einhaltung strenger gesetzlicher Vorgaben bearbeitet und erfordern in der Regel mehrere Wochen zur Bearbeitung. Es ist ratsam, vorab eine Vorlage für die Einwilligungserklärung zur Verifikation von Abschlüssen zu verwenden.","Eine Verifikationsanfrage ist eine Anfrage einer externen Stelle, zum Beispiel einer Verifikationsagentur oder eines Arbeitgebers, mit der geprüft werden soll, ob du deinen Studienabschluss tatsächlich an der Wirtschafts- und Sozialwissenschaftlichen Fakultät der Universität zu Köln erworben hast. Die Auskunft über deinen Abschluss gilt datenschutzrechtlich als Übermittlung personenbezogener Daten und ist daher nur unter Einhaltung der gesetzlichen Vorgaben erlaubt.","0.33973032236099243","0.3684804439544678","0.30838221311569214","0.0","0.0","0.0"
"44","Services/Info","medium","An welche Stellen kann ich mich wenden, wenn ich Probleme oder Beschwerden zu meinem Studium habe?","Wenn du Probleme oder Beschwerden zu deinem Studium hast, kannst du dich an verschiedene Stellen wenden:  1. **Beschwerdemanagement innerhalb der Strukturen der WiSo-Fakultät**: Die WiSo-Fakultät hat ein organisiertes System für die Entgegennahme von Beschwerden und Problemen von Studierenden. Du kannst dich an das Beschwerdemanagement wenden, indem du die entsprechende PDF-Dokumentation besuchst. 2. **WiSo-Student Service Point (WiSSPo)**: Der WiSSPo bietet allgemeine Studienberatung, insbesondere zu Studienmöglichkeiten und Studienanforderungen, an. Sie bieten auch fachspezifische Studienvorschläge für das erste Semester sowie Informationen über die Struktur der einzelnen Programme. 3. **WiSo-Prüfungsamt**: Das WiSo-Prüfungsamt bietet Informationen zu Transkripten von Klausuren und anderen Prüfungen an. Du kannst auch Einsicht in deine/seine Klausuren nehmen. 4. **Direkte Kontaktaufnahme**: Du kannst dich persönlich, per E-Mail oder telefonisch an die entsprechende Stelle wenden. Alle Anliegen werden auf Wunsch diskret und anonym behandelt.  Es ist wichtig zu beachten, dass du dich direkt an die WiSSPo-Kontaktformular wendest, wenn das Feedback die Beratung und den Service des WiSo Student Service Point selbst betrifft. Dies ermöglicht eine schnellstmögliche Klärung der Situation.","Du kannst dich mit Problemen oder Beschwerden zu deinem Studium an zwei zentrale Anlaufstellen wenden: Der WiSo Student Service Point ist die offizielle Beratungsstelle der Fakultät. Dort werden deine Anliegen entgegengenommen, es wird nach einer möglichst schnellen Lösung gesucht und du kannst dich persönlich, per E-Mail oder telefonisch melden; auf Wunsch werden deine Anliegen auch diskret und anonym behandelt. Alternativ kannst du dich an die WiSo-Fachschaft wenden, die gerade bei persönlichen Problemen – zum Beispiel mit Lehrenden – oft als niedrigschwellige Anlaufstelle „von Student zu Student“ wahrgenommen wird. Beide Stellen sind miteinander vernetzt und können bei Bedarf die jeweils andere in die Bearbeitung deines Anliegens einbeziehen.","0.2538580894470215","0.1953532099723816","0.3102356195449829","0.0","0.0","0.0"
"45","Services/Info","hard","Was passiert, nachdem ich ein Problem beim WiSSPo gemeldet habe?","Nachdem Sie ein Problem beim WiSSPo gemeldet haben, wird es wie folgt bearbeitet:  - Das Problem wird vor Ort durch das WiSSPo-Team gelöst. - Wenn das Problem nicht direkt gelöst werden kann, wird es an eine geeignetere Stelle weitergeleitet (z.B. Prüfungsamt, Studierendensekretariat etc.). - Die Meldung zum zweiten Versuch muss nach Bekanntgabe des Ergebnisses des ersten Versuchs erfolgen. - Es gibt die Möglichkeit, zwei weitere Resitversuche zu erhalten, wenn keine der ersten drei Prüfungsversuche aufgrund von Betrug oder Verstoß gegen die Regeln fehlschlagen.  Bitte beachten Sie, dass diese Informationen basierend auf den Suchergebnissen sind und möglicherweise nicht für alle Studienprogramme oder Situationen gelten. Es ist immer ratsam, sich direkt an das WiSSPo zu wenden oder weitere Informationen einzuholen.","Wenn du ein Problem über den WiSo Student Service Point (WiSSPo) meldest, gibt es grundsätzlich drei Möglichkeiten, wie damit umgegangen wird. Möglicherweise kann das Anliegen direkt im WiSSPo gelöst werden, zum Beispiel im persönlichen Gespräch oder indem dort sofort mit einer zuständigen Stelle Rücksprache gehalten wird und somit eine sofortige Klärung erfolgen kann. Falls das nicht ausreicht, wird dein Problem an eine geeignete Stelle wie etwa das Prüfungsamt oder das Studierendensekretariat weitergeleitet, die dann eine Lösung erarbeitet. Handelt es sich um ein grundlegendes Problem, kann der Fall zudem an höhere Gremien wie Studiendekan*in, Studienbeirat oder die Engere Fakultät eskaliert werden, wo schließlich auf Dekanats- oder Fakultätsebene eine Lösung gesucht wird.","0.22309847176074982","0.20885559916496277","0.2339441478252411","0.0","0.0","0.0"
"46","Services/Info","hard","Wie sieht der Prozess des Beschwerdemanagements an der WiSo-Fakultät aus?","Der Prozess des Beschwerdemanagements an der WiSo-Fakultät ist wie folgt:  1.  Das Studierende meldet das Problem persönlich, per E-Mail oder telefonisch. 2.  Alle Anliegen werden auf Wunsch auch diskret und anonym behandelt. 3.  Wenn das Feedback die Beratung und den Service des WiSo Student Service Point selbst betrifft, wenden Sie sich bitte über das WiSSPo-Kontaktformular und den Anfragegrund ""Lob, Kritik, Beschwerde"" direkt dorthin, damit die Situation schnellstmöglich geklärt werden kann.  Es ist wichtig zu beachten, dass alle Anliegen auf Wunsch auch diskret und anonym behandelt werden können.","Beim Beschwerdemanagement an der WiSo-Fakultät beginnt der Prozess damit, dass bei dir als Studierender ein Problem auftritt. Dieses Problem meldest du an den WiSo Student Service Point (WiSSPo) – telefonisch, per E-Mail oder in der persönlichen Sprechstunde; es kann auch von externen Stellen wie dem International Office oder der Fachschaft an den WiSSPo herangetragen werden. Dort wird dein Anliegen entweder direkt vom WiSSPo-Team gelöst, an eine passendere Stelle wie Prüfungsamt oder Studierendensekretariat weitergeleitet oder – bei grundsätzlich größeren bzw. komplexen Fällen – an eine höhere Ebene eskaliert, etwa an Studiendekan*in, Engere Fakultät oder den Studienbeirat. Auf jeder dieser Ebenen wird an einer Lösung gearbeitet, bis dein Problem schließlich als gelöst gilt und der Prozess damit abgeschlossen ist.","0.21911782026290894","0.2901759147644043","0.14651332795619965","0.0","0.0","0.0"
